Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Release_Type,Is_Used_In_Client
com.fasterxml.jackson.core:jackson-databind,2.19.1,2.19.2,com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,_deserializeCustom,METHOD_CHANGE,METHOD_LESS_ACCESSIBLE,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,PATCH,false
com.fasterxml.jackson.core:jackson-databind,2.19.1,2.19.2,com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,_unwrapSingle,FIELD_CHANGE,FIELD_LESS_ACCESSIBLE,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,PATCH,false
com.fasterxml.jackson.core:jackson-databind,2.19.1,2.19.2,com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,_elementDeserializer,FIELD_CHANGE,FIELD_LESS_ACCESSIBLE; FIELD_NOW_FINAL,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,PATCH,false
com.fasterxml.jackson.core:jackson-databind,2.19.1,2.19.2,com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,_nullProvider,FIELD_CHANGE,FIELD_LESS_ACCESSIBLE,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,PATCH,false
com.fasterxml.jackson.core:jackson-databind,2.19.1,2.19.2,com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,_skipNullValues,FIELD_CHANGE,FIELD_LESS_ACCESSIBLE,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,PATCH,false
com.fasterxml.jackson.core:jackson-databind,2.19.1,2.19.2,com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,withResolved,METHOD_CHANGE,METHOD_LESS_ACCESSIBLE,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,PATCH,false
com.fasterxml.jackson.core:jackson-databind,2.19.1,2.19.2,com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,_valueInstantiator,FIELD_CHANGE,FIELD_LESS_ACCESSIBLE,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,PATCH,false
com.fasterxml.jackson.core:jackson-databind,2.19.1,2.19.2,com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,_delegateDeserializer,FIELD_CHANGE,FIELD_LESS_ACCESSIBLE,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,PATCH,false
com.fasterxml.jackson.core:jackson-databind,2.19.1,2.19.2,com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,_valueDeserializer,FIELD_CHANGE,FIELD_LESS_ACCESSIBLE,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,PATCH,false
com.alibaba.fastjson2:fastjson2,2.0.58.android5,2.0.58.android8,com.alibaba.fastjson2.annotation.JSONType,disableArrayMapping,METHOD_CHANGE,METHOD_ADDED_TO_PUBLIC_CLASS; METHOD_ABSTRACT_ADDED_TO_CLASS,true,false,false,1,com.alibaba.fastjson2:fastjson2,PATCH,false
