project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
undertow-io__undertow,benchmarks,org.wildfly.common:wildfly-common,1.6.0.Final,1.5.1.Final,2,2,compile,compile,version_managed
undertow-io__undertow,core,org.wildfly.common:wildfly-common,1.6.0.Final,1.5.4.Final,2,2,compile,compile,version_managed
undertow-io__undertow,core,org.slf4j:slf4j-api,1.7.26,1.7.10,2,4,test,test,omitted_conflict
undertow-io__undertow,core,org.slf4j:slf4j-api,1.7.26,1.7.7,2,4,test,test,omitted_conflict
undertow-io__undertow,core,commons-codec:commons-codec,1.11,1.13,2,3,test,test,omitted_conflict
undertow-io__undertow,core,commons-codec:commons-codec,1.11,1.13,2,3,test,test,omitted_conflict
undertow-io__undertow,examples,org.jboss.logging:jboss-logging,3.4.3.Final,3.4.1.Final,2,2,compile,compile,version_managed
undertow-io__undertow,examples,org.wildfly.common:wildfly-common,1.6.0.Final,1.5.1.Final,2,2,compile,compile,version_managed
undertow-io__undertow,servlet,org.jboss.logging:jboss-logging,3.4.3.Final,3.3.1.Final,4,4,test,test,version_managed
undertow-io__undertow,servlet,org.wildfly.common:wildfly-common,1.6.0.Final,1.5.1.Final,2,2,test,test,version_managed
undertow-io__undertow,websockets-jsr,org.jboss.logging:jboss-logging,3.4.3.Final,3.3.1.Final,4,4,test,test,version_managed
undertow-io__undertow,websockets-jsr,org.wildfly.common:wildfly-common,1.6.0.Final,1.5.1.Final,2,2,test,test,version_managed
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
benchmarks,12,,,,,,,,
core,114,,,,,,,,
examples,14,,,,,,,,
parser-generator,4,,,,,,,,
servlet,51,,,,,,,,
websockets-jsr,51,,,,,,,,
