project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,junit:junit,4.13.2,4.10,1,3,test,test,omitted_conflict
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,net.bytebuddy:byte-buddy,1.15.11,1.17.5,3,3,test,test,omitted_conflict
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,org.sonarsource.api.plugin:sonar-plugin-api,9.8.0.203,13.0.0.3026,1,2,provided,test,omitted_conflict
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,com.google.errorprone:error_prone_annotations,2.38.0,2.36.0,3,3,test,test,omitted_conflict
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.8.21,1.9.10,3,5,test,test,omitted_conflict
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,org.jetbrains.kotlin:kotlin-stdlib-common,1.9.10,1.8.21,5,5,test,test,omitted_conflict
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,org.slf4j:slf4j-api,2.0.17,1.7.25,2,3,test,test,omitted_conflict
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,org.sonarsource.api.plugin:sonar-plugin-api,9.8.0.203,13.0.0.3026,1,2,provided,test,omitted_conflict
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,commons-io:commons-io,2.19.0,2.18.0,2,4,test,test,omitted_conflict
xuhuisheng__sonar-l10n-zh,xuhuisheng__sonar-l10n-zh,org.sonarsource.api.plugin:sonar-plugin-api,9.8.0.203,13.0.0.3026,1,2,provided,test,omitted_conflict
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
xuhuisheng__sonar-l10n-zh,57,,,,,,,,
